0.005582,0.025459,0.000142,0.015521
0.010975,0.024156,0.000265,0.017565
0.008048,0.028155,0.000227,0.018102
0.006279,0.029387,0.000185,0.017833
0.010975,0.028155,0.000309,0.019565
0.005282,0.025193,0.000133,0.015238
0.010165,0.015725,0.000160,0.012945
0.002301,0.028278,0.000065,0.015290
0.009930,0.027684,0.000275,0.018807
0.010326,0.032224,0.000333,0.021275
0.005282,0.029387,0.000155,0.017335
0.008989,0.028278,0.000254,0.018634
0.004629,0.032224,0.000149,0.018427
0.002842,0.027684,0.000079,0.015263
0.003760,0.025415,0.000096,0.014588
0.004629,0.025415,0.000118,0.015022
0.009522,0.024124,0.000230,0.016823
0.008786,0.023967,0.000211,0.016377
0.003105,0.032038,0.000099,0.017571
0.003587,0.027102,0.000097,0.015345
0.010797,0.023967,0.000259,0.017382
0.009992,0.034344,0.000343,0.022168
0.002842,0.028066,0.000080,0.015454
0.010326,0.024229,0.000250,0.017277
0.002301,0.040928,0.000094,0.021614
0.009522,0.032038,0.000305,0.020780
0.008048,0.021790,0.000175,0.014919
0.006637,0.016973,0.000113,0.011805
0.007664,0.026119,0.000200,0.016892
0.003165,0.040928,0.000130,0.022046
0.013061,0.026521,0.000346,0.019791
0.006903,0.034344,0.000237,0.020623
0.007269,0.028066,0.000204,0.017667
0.007855,0.021790,0.000171,0.014823
0.005814,0.027170,0.000158,0.016492
0.009696,0.016904,0.000164,0.013300
0.006302,0.020858,0.000131,0.013580
0.012946,0.025396,0.000329,0.019171
0.003587,0.025759,0.000092,0.014673
0.013522,0.023543,0.000318,0.018533
0.007855,0.026521,0.000208,0.017188
0.013814,0.031541,0.000436,0.022678
0.014483,0.023217,0.000336,0.018850
0.011201,0.023970,0.000268,0.017585
0.003661,0.014539,0.000053,0.009100
0.003105,0.024971,0.000078,0.014038
0.001776,0.017816,0.000032,0.009796
0.007468,0.018056,0.000135,0.012762
-0.005511,0.026724,-0.000147,0.010606
0.013656,0.017276,0.000236,0.015466
0.002589,0.022442,0.000058,0.012515
0.012194,0.023970,0.000292,0.018082
0.003145,0.014029,0.000044,0.008587
0.013522,0.020895,0.000283,0.017209
0.015367,0.023543,0.000362,0.019455
0.012234,0.023621,0.000289,0.017928
0.011201,0.030265,0.000339,0.020733
0.003165,0.020531,0.000065,0.011848
0.000404,0.011510,0.000005,0.005957
0.005814,0.046369,0.000270,0.026092
0.003806,0.020531,0.000078,0.012168
-0.005511,0.030411,-0.000168,0.012450
0.003661,0.019097,0.000070,0.011379
0.006420,0.021722,0.000139,0.014071
0.008504,0.022442,0.000191,0.015473
0.003760,0.017133,0.000064,0.010446
0.008071,0.025216,0.000204,0.016643
0.000034,0.046369,0.000002,0.023202
0.002589,0.024719,0.000064,0.013654
0.008089,0.027941,0.000226,0.018015
0.005489,0.023082,0.000127,0.014286
0.011328,0.025393,0.000288,0.018360
0.010874,0.025759,0.000280,0.018317
0.006302,0.022535,0.000142,0.014419
0.011753,0.035231,0.000414,0.023492
0.012234,0.025477,0.000312,0.018856
-0.000142,0.023082,-0.000003,0.011470
0.006257,0.019097,0.000119,0.012677
0.009396,0.021099,0.000198,0.015247
0.011328,0.018092,0.000205,0.014710
0.010107,0.025283,0.000256,0.017695
0.008089,0.014284,0.000116,0.011187
0.011002,0.027941,0.000307,0.019472
0.013721,0.042399,0.000582,0.028060
0.005489,0.022235,0.000122,0.013862
0.012424,0.026453,0.000329,0.019438
0.014572,0.030265,0.000441,0.022419
0.006319,0.016232,0.000103,0.011276
0.011710,0.027856,0.000326,0.019783
-0.000236,0.023735,-0.000006,0.011750
0.000034,0.022239,0.000001,0.011137
0.015804,0.031560,0.000499,0.023682
0.002762,0.021645,0.000060,0.012203
0.009396,0.025956,0.000244,0.017676
0.008835,0.019094,0.000169,0.013964
0.004387,0.030411,0.000133,0.017399
0.008965,0.020185,0.000181,0.014575
0.013342,0.031541,0.000421,0.022441
0.015160,0.022234,0.000337,0.018697
0.008117,0.018205,0.000148,0.013161
0.002762,0.035231,0.000097,0.018996
0.014719,0.022149,0.000326,0.018434
-0.000142,0.006433,-0.000001,0.003145
0.007597,0.021049,0.000160,0.014323
0.008015,0.017453,0.000140,0.012734
0.000486,0.012519,0.000006,0.006502
0.010260,0.023038,0.000236,0.016649
0.013449,0.023457,0.000315,0.018453
0.013449,0.024569,0.000330,0.019009
0.010068,0.032217,0.000324,0.021142
0.007269,0.022882,0.000166,0.015075
0.007040,0.020256,0.000143,0.013648
0.010450,0.035175,0.000368,0.022812
0.006008,0.025216,0.000152,0.015612
0.007924,0.028267,0.000224,0.018095
0.014572,0.024179,0.000352,0.019375
0.013890,0.022001,0.000306,0.017945
0.011520,0.024179,0.000279,0.017849
0.008121,0.024569,0.000200,0.016345
0.000550,0.014029,0.000008,0.007289
0.000598,0.010690,0.000006,0.005644
0.006817,0.032217,0.000220,0.019517
-0.000236,0.042197,-0.000010,0.020981
0.012717,0.033853,0.000431,0.023285
