0.000142,0.015521
0.000265,0.017565
0.000227,0.018102
0.000185,0.017833
0.000309,0.019565
0.000133,0.015238
0.000160,0.012945
0.000065,0.015290
0.000275,0.018807
0.000333,0.021275
0.000155,0.017335
0.000254,0.018634
0.000149,0.018427
0.000079,0.015263
0.000096,0.014588
0.000118,0.015022
0.000230,0.016823
0.000211,0.016377
0.000099,0.017571
0.000097,0.015345
0.000259,0.017382
0.000343,0.022168
0.000080,0.015454
0.000250,0.017277
0.000094,0.021614
0.000305,0.020780
0.000175,0.014919
0.000113,0.011805
0.000200,0.016892
0.000130,0.022046
0.000346,0.019791
0.000237,0.020623
0.000204,0.017667
0.000171,0.014823
0.000158,0.016492
0.000164,0.013300
0.000131,0.013580
0.000329,0.019171
0.000092,0.014673
0.000318,0.018533
0.000208,0.017188
0.000436,0.022678
0.000336,0.018850
0.000268,0.017585
0.000053,0.009100
0.000078,0.014038
0.000032,0.009796
0.000135,0.012762
-0.000147,0.010606
0.000236,0.015466
0.000058,0.012515
0.000292,0.018082
0.000044,0.008587
0.000283,0.017209
0.000362,0.019455
0.000289,0.017928
0.000339,0.020733
0.000065,0.011848
0.000005,0.005957
0.000270,0.026092
0.000078,0.012168
-0.000168,0.012450
0.000070,0.011379
0.000139,0.014071
0.000191,0.015473
0.000064,0.010446
0.000204,0.016643
0.000002,0.023202
0.000064,0.013654
0.000226,0.018015
0.000127,0.014286
0.000288,0.018360
0.000280,0.018317
0.000142,0.014419
0.000414,0.023492
0.000312,0.018856
-0.000003,0.011470
0.000119,0.012677
0.000198,0.015247
0.000205,0.014710
0.000256,0.017695
0.000116,0.011187
0.000307,0.019472
0.000582,0.028060
0.000122,0.013862
0.000329,0.019438
0.000441,0.022419
0.000103,0.011276
0.000326,0.019783
-0.000006,0.011750
0.000001,0.011137
0.000499,0.023682
0.000060,0.012203
0.000244,0.017676
0.000169,0.013964
0.000133,0.017399
0.000181,0.014575
0.000421,0.022441
0.000337,0.018697
0.000148,0.013161
0.000097,0.018996
0.000326,0.018434
-0.000001,0.003145
0.000160,0.014323
0.000140,0.012734
0.000006,0.006502
0.000236,0.016649
0.000315,0.018453
0.000330,0.019009
0.000324,0.021142
0.000166,0.015075
0.000143,0.013648
0.000368,0.022812
0.000152,0.015612
0.000224,0.018095
0.000352,0.019375
0.000306,0.017945
0.000279,0.017849
0.000200,0.016345
0.000008,0.007289
0.000006,0.005644
0.000220,0.019517
-0.000010,0.020981
0.000431,0.023285
0.000008,0.007551
0.000085,0.011525
0.000304,0.018971
0.000278,0.017630
0.000252,0.017103
0.000078,0.012195
0.000211,0.016805
